Year,School Name,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
2010,Kinkora High,,,,,,,,,,46,49,50,41
2010,L.M. Montgomery Elementary,48,54,57,47,44,46,44,,,,,,
2010,M.E. Callaghan,,,,,,,,85,93,92,,,
2010,Miscouche Consolidated,27,31,25,23,33,21,33,26,34,35,,,
2010,Montague Consolidated,40,62,56,64,57,60,56,,,,,,
2010,Montague Intermediate,,,,,,,,84,103,154,,,
2010,Montague Regional High,,,,,,,,,,,208,219,202
2010,Morell Consolidated,20,19,22,23,29,24,27,22,29,,,,
2010,Morell Regional High,,,,,,,,,,59,70,67,76
2010,Mt. Stewart Consolidated,18,26,15,11,23,17,10,21,22,,,,
2010,O'Leary Elementary,31,21,20,25,21,22,29,,,,,,
2010,Parkdale Elementary,9,19,19,15,16,17,18,,,,,,
2010,Parkside Elementary,50,60,41,44,28,35,30,,,,,,
2010,Prince St. Elementary,35,38,36,39,34,52,23,,,,,,
2010,Queen Charlotte,,,,,,,,159,205,175,,,
2010,Queen Elizabeth Elementary,46,51,44,39,49,42,50,,,,,,
2010,Sherwood Elementary,64,98,85,60,75,81,73,,,,,,
2010,Somerset,16,30,16,23,15,11,19,16,15,,,,
2010,Souris Consolidated,48,50,46,36,36,49,52,55,,,,,
2010,Souris Regional High,,,,,,,,,38,72,69,65,63
2010,Southern Kings Consolidated,25,24,27,27,23,35,28,32,33,,,,
2010,Spring Park Elementary,59,63,63,54,49,51,58,,,,,,
2010,St. Jean's Elementary,22,25,15,18,19,16,11,,,,,,
2010,St. Louis Elementary,18,22,23,24,22,17,23,,,,,,
2010,Stonepark Intermediate,,,,,,,,242,300,282,,,
2010,Stratford Elementary,,,,,110,112,114,,,,,,
2010,Summerside Intermediate,,,,,,,,164,175,201,,,
2010,Three Oaks High,,,,,,,,,,,305,287,253
2010,Tignish Elementary,26,40,41,39,44,36,26,,,,,,
2010,Vernon River Consolidated,22,21,16,12,8,11,10,21,14,19,,,
2010,West Kent Elementary,23,25,29,48,24,34,35,,,,,,
2010,West Royalty Elementary,56,77,63,61,60,62,57,,,,,,
2010,Westisle,,,,,,,,,,,213,197,259
2010,Westwood Primary,123,156,151,140,,,,,,,,,
2010,École Évangéline,18,13,16,22,12,17,23,15,31,22,31,22,9
2010,École François-Buote,16,22,27,24,25,28,21,27,26,25,29,18,13
2010,École St-Augustin,3,6,4,4,7,10,10,,,,,,
2010,École-sur-Mer,16,18,10,15,11,12,15,,,,,,
2010,École Pierre Chaisson,14,6,7,6,4,6,5,5,5,4,6,4,1
2010,École La-Belle-Cloche,4,9,7,4,5,5,4,3,8,1,2,1,1
2010,Immanuel Christian School,3,13,7,11,8,7,8,14,5,7,,,
2010,Grace Christian School,5,10,10,9,8,7,14,13,10,11,8,7,8
2011,Alberton Elementary,27,27,20,21,30,22,31,,,,,,
2011,Amherst Cove,7,21,15,23,12,10,14,13,17,,,,
2011,Athena Consolidated,30,37,35,39,38,40,35,52,29,47,,,
2011,Belfast Consolidated,6,5,9,13,14,10,13,15,17,14,,,
2011,Birchwood Intermediate,,,,,,,,55,84,101,,,
2011,Bloomfield Elementary,26,28,29,29,37,19,27,,,,,,
2011,Bluefield,,,,,,,,,,,282,243,248
2011,Cardigan Consolidated,14,18,22,14,24,11,25,,,,,,
2011,Central Queens Elementary,30,42,44,37,33,25,28,,,,,,
2011,Charlottetown Rural,,,,,,,,,,,354,316,323
2011,Colonel Gray,,,,,,,,,,,312,350,299
2011,Donagh Regional,15,17,21,21,19,15,15,4,,10,,,
2011,East Wiltshire Intermediate,,,,,,,,182,190,185,,,
2011,Eliot River Elementary,,,,,137,134,158,,,,,,
2011,Ellerslie Elementary,22,24,40,35,26,21,20,,,,,,
2011,Elm St. Elementary,53,60,64,59,50,55,97,,,,,,
2011,Englewood,14,19,19,26,21,18,23,18,16,18,,,
2011,Georgetown Consolidated,5,6,13,5,11,14,16,13,9,,,,
2011,Glen Stewart Elementary,150,140,130,143,,,,,,,,,
2011,Greenfield Elementary,55,51,60,63,46,47,28,,,,,,
2011,Gulf Shore Consolidated,20,15,26,20,20,25,13,23,23,31,,,
2011,Hernewood,,,,,,,,84,95,99,,,
2011,Kensington Int/Snr High,,,,,,,,53,59,76,76,83,55
2011,Kinkora High,,,,,,,,,,27,47,49,51
2011,L.M. Montgomery Elementary,48,51,63,56,49,44,50,,,,,,
2011,M.E. Callaghan,,,,,,,,77,86,100,,,
2011,Miscouche Consolidated,23,26,32,24,23,31,19,30,23,35,,,
2011,Montague Consolidated,67,40,61,60,62,65,59,,,,,,
2011,Montague Intermediate,,,,,,,,74,87,150,,,
2011,Montague Regional High,,,,,,,,,,,206,196,201
2011,Morell Consolidated,32,19,18,22,19,26,27,28,24,,,,
2011,Morell Regional High,,,,,,,,,,50,65,67,66
2011,Mt. Stewart Consolidated,19,17,26,13,11,23,16,9,21,,,,
2011,O'Leary Elementary,15,32,19,20,24,20,23,,,,,,
2011,Parkdale Elementary,20,8,17,21,14,16,15,,,,,,
2011,Parkside Elementary,52,55,53,37,45,32,39,,,,,,
2011,Prince St. Elementary,44,33,44,37,35,35,48,,,,,,
2011,Queen Charlotte,,,,,,,,150,159,184,,,
2011,Queen Elizabeth Elementary,43,49,52,46,41,48,47,,,,,,
2011,Sherwood Elementary,76,64,103,84,61,81,82,,,,,,
2011,Somerset,19,18,31,16,26,16,12,20,18,,,,
2011,Souris Consolidated,44,45,51,43,35,38,47,51,,,,,
2011,Souris Regional High,,,,,,,,,56,38,70,69,61
2011,Southern Kings Consolidated,20,23,27,28,25,24,33,27,30,,,,
2011,Spring Park Elementary,62,49,52,64,53,44,52,,,,,,
2011,St. Jean's Elementary,21,22,23,19,18,21,19,,,,,,
2011,St. Louis Elementary,16,21,19,25,23,22,17,,,,,,
2011,Stonepark Intermediate,,,,,,,,258,242,308,,,
2011,Stratford Elementary,,,,,117,107,117,,,,,,
2011,Summerside Intermediate,,,,,,,,173,170,180,,,
2011,Three Oaks High,,,,,,,,,,,290,306,242
2011,Tignish Elementary,44,26,41,39,37,44,37,,,,,,
2011,Vernon River Consolidated,16,21,19,19,12,9,10,8,22,17,,,
2011,West Kent Elementary,25,24,26,30,47,26,36,,,,,,
2011,West Royalty Elementary,70,59,74,69,69,63,62,,,,,,
2011,Westisle,,,,,,,,,,,204,208,236
2011,Westwood Primary,152,125,156,150,,,,,,,,,
2011,École Évangéline,12,19,13,17,22,12,15,25,15,28,23,30,21
2011,École François-Buote,33,19,24,26,24,23,29,29,25,27,19,25,15
2011,École St-Augustin,4,5,6,5,4,8,12,,,,,,
2011,École-sur-Mer,17,16,19,10,15,13,11,8,,,,,
2011,École Pierre Chaisson,11,9,6,5,7,4,6,3,4,5,3,6,4
2011,École La-Belle-Cloche,6,4,9,7,4,5,5,4,2,8,1,2,1
2011,Immanuel Christian School,8,3,14,7,10,9,7,6,16,6,,,
2011,Grace Christian School,6,5,9,10,8,10,8,12,14,11,8,9,10
2012,Alberton Elementary,21,25,24,18,18,31,21,,,,,,
2012,Amherst Cove,14,5,20,14,20,10,11,14,12,,,,
2012,Athena Consolidated,28,35,38,35,38,40,41,41,53,30,,,
2012,Belfast Consolidated,9,7,7,11,13,13,11,14,16,19,,,
2012,Birchwood Intermediate,,,,,,,,85,66,81,,,
2012,Bloomfield Elementary,28,25,27,27,28,36,17,,,,,,
2012,Bluefield,,,,,,,,,,,263,272,239
2012,Cardigan Consolidated,8,18,17,22,13,25,11,,,,,,
2012,Central Queens Elementary,47,30,41,45,34,31,26,,,,,,
2012,Charlottetown Rural,,,,,,,,,,,348,343,304
2012,Colonel Gray,,,,,,,,,,,353,275,319
2012,Donagh Regional,15,14,17,20,23,20,16,,,,,,
2012,East Wiltshire Intermediate,,,,,,,,187,173,186,,,
2012,Eliot River Elementary,,,,,158,140,137,,,,,,
2012,Ellerslie Elementary,18,23,22,39,35,27,22,,,,,,
2012,Elm St. Elementary,54,58,61,66,59,50,57,,,,,,
2012,Englewood,15,15,19,17,26,21,17,21,18,18,,,
2012,Georgetown Consolidated,4,5,7,14,5,10,14,16,12,,,,
2012,Glen Stewart Elementary,147,154,145,131,,,,,,,,,
2012,Greenfield Elementary,64,54,53,59,64,48,51,,,,,,
2012,Gulf Shore Consolidated,23,18,16,26,22,19,25,15,22,24,,,
2012,Hernewood,,,,,,,,83,84,95,,,
2012,Kensington Int/Snr High,,,,,,,,48,52,60,65,79,75
2012,Kinkora High,,,,,,,,,,33,29,47,52
2012,L.M. Montgomery Elementary,54,48,50,57,58,51,42,,,,,,
2012,M.E. Callaghan,,,,,,,,83,74,85,,,
2012,Miscouche Consolidated,22,24,25,33,25,25,31,18,29,25,,,
2012,Montague Consolidated,62,67,40,65,58,63,63,,,,,,
2012,Montague Intermediate,,,,,,,,88,76,130,,,
2012,Montague Regional High,,,,,,,,,,,187,187,191
2012,Morell Consolidated,13,28,20,17,23,19,24,25,29,,,,
2012,Morell Regional High,,,,,,,,,,47,48,67,64
2012,Mt. Stewart Consolidated,26,21,16,26,15,11,24,16,9,,,,
2012,O'Leary Elementary,26,15,32,23,22,25,23,,,,,,
2012,Parkdale Elementary,25,23,7,18,22,12,19,,,,,,
2012,Parkside Elementary,42,48,51,53,37,42,28,,,,,,
2012,Prince St. Elementary,42,35,31,43,37,39,33,,,,,,
2012,Queen Charlotte,,,,,,,,153,145,158,,,
2012,Queen Elizabeth Elementary,42,40,48,51,48,45,48,,,,,,
2012,Sherwood Elementary,70,78,61,104,82,60,81,,,,,,
2012,Somerset,24,19,19,30,17,25,16,11,20,,,,
2012,Souris Consolidated,45,40,45,51,42,35,37,45,,,,,
2012,Souris Regional High,,,,,,,,,48,51,37,67,69
2012,Southern Kings Consolidated,20,21,23,25,27,24,24,31,25,,,,
2012,Spring Park Elementary,66,58,50,50,63,54,39,,,,,,
2012,St. Jean's Elementary,17,13,15,18,17,17,21,,,,,,
2012,St. Louis Elementary,16,15,21,20,25,22,21,,,,,,
2012,Stonepark Intermediate,,,,,,,,268,263,242,,,
2012,Stratford Elementary,,,,,148,117,110,,,,,,
2012,Summerside Intermediate,,,,,,,,170,174,175,,,
2012,Three Oaks High,,,,,,,,,,,280,283,282
2012,Tignish Elementary,24,44,26,42,39,38,42,,,,,,
2012,Vernon River Consolidated,16,18,18,19,19,11,8,9,7,20,,,
2012,West Kent Elementary,21,22,28,25,31,47,27,,,,,,
2012,West Royalty Elementary,80,73,64,78,64,65,60,,,,,,
2012,Westisle,,,,,,,,,,,208,200,220
2012,Westwood Primary,138,150,131,157,,,,,,,,,
2012,École Évangéline,12,12,19,13,17,20,12,16,24,14,28,22,26
2012,École François-Buote,22,32,14,24,21,22,20,31,25,24,17,16,25
2012,École La-Belle-Cloche,10,8,5,9,7,4,5,6,4,2,7,1,2
2012,École Pierre Chaisson,9,10,9,5,5,7,4,6,2,4,2,2,6
2012,École St-Augustin,7,5,4,5,5,5,8,7,,,,,
2012,École-sur-Mer,17,16,16,17,8,14,12,5,9,,,,
2012,Grace Christian,7,6,5,9,9,7,11,7,13,13,11,9,11
2012,Immanuel Christian,7,9,3,15,7,11,10,9,8,14,,,
2013,Alberton Elementary,22,18,24,20,16,18,30,,,,,,
2013,Amherst Cove,16,14,5,20,16,21,11,12,15,,,,
2013,Athena Consolidated,34,23,34,36,34,39,40,41,39,52,,,
2013,Belfast Consolidated,8,9,7,7,9,11,13,11,11,14,,,
2013,Birchwood Intermediate,,,,,,,,66,85,67,,,
2013,Bloomfield Elementary,28,28,22,31,25,30,37,,,,,,
2013,Bluefield,,,,,,,,,,,256,264,254
2013,Cardigan Consolidated,12,10,17,16,18,12,23,,,,,,
2013,Central Queens Elementary,32,45,30,39,45,35,32,,,,,,
2013,Charlottetown Rural,,,,,,,,,,,307,339,329
2013,Colonel Gray,,,,,,,,,,,281,312,291
2013,Donagh Regional,18,15,14,19,22,21,17,,,,,,
2013,East Wiltshire Intermediate,,,,,,,,162,185,178,,,
2013,Eliot River Elementary,,,,,156,156,145,,,,,,
2013,Ellerslie Elementary,30,19,24,26,39,35,26,,,,,,
2013,Elm St. Elementary,75,54,54,64,63,62,53,,,,,,
2013,Englewood,16,16,17,21,19,27,21,18,21,18,,,
2013,Georgetown Consolidated,4,4,5,7,11,5,10,13,15,,,,
2013,Glen Stewart Primary,149,155,153,146,,,,,,,,,
2013,Greenfield Elementary,51,62,52,56,58,64,50,,,,,,
2013,Gulf Shore Consolidated,27,26,20,17,26,22,19,30,16,24,,,
2013,Hernewood,,,,,,,,72,79,85,,,
2013,Kensington Int/Snr High,,,,,,,,51,48,50,59,60,78
2013,Kinkora High,,,,,,,,,,34,33,31,48
2013,L.M. Montgomery Elementary,66,53,50,48,61,61,49,,,,,,
2013,M.E. Callaghan,,,,,,,,83,83,77,,,
2013,Miscouche Consolidated,19,25,27,25,33,26,28,31,19,29,,,
2013,Montague Consolidated,59,62,62,43,68,56,64,,,,,,
2013,Montague Intermediate,,,,,,,,77,91,116,,,
2013,Montague Regional High,,,,,,,,,,,190,172,184
2013,Morell Consolidated,27,13,30,21,20,25,20,25,26,,,,
2013,Morell Regional High,,,,,,,,,,36,46,46,56
2013,Mt. Stewart Consolidated,14,24,21,15,26,15,10,23,15,,,,
2013,O'Leary Elementary,10,25,15,30,22,20,24,,,,,,
2013,Parkdale Elementary,30,29,26,6,17,22,11,,,,,,
2013,Parkside Elementary,60,40,48,50,57,39,42,,,,,,
2013,Prince St. Elementary,41,41,34,30,44,39,36,,,,,,
2013,Queen Charlotte,,,,,,,,136,164,151,,,
2013,Queen Elizabeth Elementary,56,44,42,46,54,46,46,,,,,,
2013,Sherwood Elementary,78,72,76,59,101,83,60,,,,,,
2013,Somerset,16,23,14,19,27,18,23,16,13,,,,
2013,Souris Consolidated,52,46,39,48,46,43,32,38,,,,,
2013,Souris Regional High,,,,,,,,,46,46,51,34,66
2013,Southern Kings Consolidated,15,20,21,19,23,25,22,21,30,,,,
2013,Spring Park Elementary,82,78,61,53,53,62,51,,,,,,
2013,St. Jean's Elementary,10,16,15,16,15,15,14,,,,,,
2013,St. Louis Elementary,24,19,15,20,21,25,21,,,,,,
2013,Stonepark Intermediate,,,,,,,,254,258,255,,,
2013,Stratford Elementary,,,,,138,148,122,,,,,,
2013,Summerside Intermediate,,,,,,,,140,171,178,,,
2013,Three Oaks High,,,,,,,,,,,241,276,260
2013,Tignish Elementary,19,22,43,26,42,38,38,,,,,,
2013,Vernon River Consolidated,16,17,17,17,18,19,11,8,11,7,,,
2013,West Kent Elementary,18,22,22,29,25,36,49,,,,,,
2013,West Royalty Elementary,66,73,69,64,74,63,68,,,,,,
2013,Westisle,,,,,,,,,,,177,202,218
2013,Westwood Primary,164,135,151,132,,,,,,,,,
2013,École Évangéline,14,12,13,19,15,17,21,12,16,24,14,27,22
2013,École François-Buote,17,24,30,14,24,21,22,17,27,22,18,14,12
2013,École La-Belle-Cloche,13,7,7,4,10,8,4,5,5,4,1,7,1
2013,École Pierre Chaisson,11,6,11,10,5,5,7,2,5,3,3,1,3
2013,École St-Augustin,7,8,7,5,5,5,6,7,7,,,,
2013,École-sur-Mer,13,16,14,15,17,7,14,12,5,8,,,
2013,Grace Christian,14,7,5,6,10,10,6,12,8,11,13,6,7
2013,Immanuel Christian,12,8,12,3,16,7,10,10,9,7,,,
2014,Alberton Elementary,15,23,14,23,24,14,16,,,,,,
2014,Amherst Cove,10,15,14,4,22,16,20,11,10,,,,
2014,Athena Consolidated,26,34,29,35,38,36,41,40,37,39,,,
2014,Belfast Consolidated,11,8,10,6,6,9,12,12,11,10,,,
2014,Birchwood Intermediate,,,,,,,,60,65,88,,,
2014,Bloomfield Elementary,34,28,29,22,32,26,29,,,,,,
2014,Bluefield,,,,,,,,,,,256,229,250
2014,Cardigan Consolidated,7,12,10,17,17,19,14,,,,,,
2014,Central Queens Elementary,35,31,45,28,38,44,35,,,,,,
2014,Charlottetown Rural,,,,,,,,,,,301,277,333
2014,Colonel Gray,,,,,,,,,,,282,267,317
2014,Donagh Regional,20,16,14,11,18,20,23,,,,,,
2014,East Wiltshire Intermediate,,,,,,,,185,165,192,,,
2014,Eliot River Elementary,,,,,132,154,164,,,,,,
2014,Ellerslie Elementary,26,31,19,27,25,39,35,,,,,,
2014,Elm St. Elementary,66,73,55,50,62,65,63,,,,,,
2014,Englewood,17,17,18,17,23,19,29,18,17,21,,,
2014,Georgetown Consolidated,7,4,3,4,7,9,6,9,12,,,,
2014,Glen Stewart Primary,143,150,161,156,,,,,,,,,
2014,Greenfield Elementary,42,49,57,50,53,62,63,,,,,,
2014,Gulf Shore Consolidated,24,25,28,23,19,28,25,22,30,16,,,
2014,Hernewood,,,,,,,,96,71,76,,,
2014,Kensington Int/Snr High,,,,,,,,46,52,49,45,53,61
2014,Kinkora High,,,,,,,,,,29,36,35,30
2014,L.M. Montgomery Elementary,70,75,59,51,50,61,68,,,,,,
2014,M.E. Callaghan,,,,,,,,90,80,82,,,
2014,Miscouche Consolidated,16,18,23,23,28,31,24,28,29,18,,,
2014,Montague Consolidated,63,62,58,65,46,69,56,,,,,,
2014,Montague Intermediate,,,,,,,,87,83,140,,,
2014,Montague Regional High,,,,,,,,,,,151,163,166
2014,Morell Consolidated,16,25,12,27,20,22,24,21,26,,,,
2014,Morell Regional High,,,,,,,,,,39,43,39,45
2014,Mt. Stewart Consolidated,23,12,26,21,13,28,14,9,23,,,,
2014,O'Leary Elementary,15,10,27,15,32,21,22,,,,,,
2014,Parkdale Elementary,24,29,22,26,7,17,20,,,,,,
2014,Parkside Elementary,56,59,50,49,46,58,38,,,,,,
2014,Prince St. Elementary,43,36,31,32,28,41,37,,,,,,
2014,Queen Charlotte,,,,,,,,172,150,180,,,
2014,Queen Elizabeth Elementary,44,57,43,46,47,53,50,,,,,,
2014,Sherwood Elementary,80,78,73,71,59,96,85,,,,,,
2014,Somerset,19,14,20,15,15,26,19,23,17,,,,
2014,Souris Regional,37,49,45,40,49,51,44,32,41,43,49,51,33
2014,Southern Kings Consolidated,13,13,18,23,21,23,23,20,20,,,,
2014,Spring Park Elementary,100,87,92,62,54,57,68,,,,,,
2014,St. Jean's Elementary,15,12,15,17,20,16,14,,,,,,
2014,St. Louis Elementary,14,24,19,16,20,20,25,,,,,,
2014,Stonepark Intermediate,,,,,,,,256,253,259,,,
2014,Stratford Elementary,,,,,143,137,150,,,,,,
2014,Summerside Intermediate,,,,,,,,152,146,171,,,
2014,Three Oaks High,,,,,,,,,,,269,245,258
2014,Tignish Elementary,24,19,22,43,25,42,38,,,,,,
2014,Vernon River Consolidated,18,18,15,19,15,18,15,11,9,10,,,
2014,West Kent Elementary,14,19,19,20,31,25,33,,,,,,
2014,West Royalty Elementary,68,69,78,73,73,78,67,,,,,,
2014,Westisle,,,,,,,,,,,159,178,206
2014,Westwood Primary,155,162,135,152,,,,,,,,,
2014,École Évangéline,16,16,13,12,19,15,17,23,13,15,29,13,28
2014,École François-Buote,24,19,24,29,15,24,22,25,17,27,19,20,15
2014,École La-Belle-Cloche,7,16,7,7,4,10,8,4,6,5,2,1,6
2014,École Pierre Chaisson,7,10,7,10,10,5,5,1,1,4,3,2,1
2014,École St-Augustin,2,6,7,5,7,4,3,5,6,5,,,
2014,École-sur-Mer,18,13,12,12,15,17,6,7,11,6,,,
2014,Grace Christian,12,13,9,6,5,11,8,11,11,9,18,10,6
2014,Immanuel Christian,12,11,8,13,3,16,8,10,12,4,,,
2015,Alberton Elementary,12,15,23,15,24,24,14,,,,,,
2015,Amherst Cove,13,12,13,14,5,21,14,22,11,,,,
2015,Athena Consolidated,29,23,34,28,36,36,36,42,39,35,,,
2015,Belfast Consolidated,13,12,10,10,8,6,9,11,12,11,,,
2015,Birchwood Intermediate,,,,,,,,74,67,70,,,
2015,Bloomfield Elementary,32,36,31,27,21,34,26,,,,,,
2015,Bluefield,,,,,,,,,,,223,218,220
2015,Cardigan Consolidated,10,9,13,9,18,18,20,,,,,,
2015,Central Queens Elementary,29,35,30,44,27,40,42,,,,,,
2015,Charlottetown Rural,,,,,,,,,,,312,273,273
2015,Colonel Gray,,,,,,,,,,,307,265,273
2015,Donagh Regional,16,22,14,15,12,18,19,,,,,,
2015,East Wiltshire Intermediate,,,,,,,,209,186,168,,,
2015,Eliot River Elementary,,,,,153,131,157,,,,,,
2015,Ellerslie Elementary,38,24,29,21,26,25,38,,,,,,
2015,Elm St. Elementary,61,72,75,51,53,65,68,,,,,,
2015,Englewood,19,17,18,23,18,22,19,26,18,15,,,
2015,Georgetown Consolidated,,7,6,3,5,8,8,6,7,,,,
2015,Glen Stewart Primary,157,137,154,161,,,,,,,,,
2015,Greenfield Elementary,35,45,47,55,49,52,62,,,,,,
2015,Gulf Shore Consolidated,20,25,28,30,25,18,31,25,21,33,,,
2015,Hernewood,,,,,,,,88,98,72,,,
2015,Kensington Int/Snr High,,,,,,,,49,46,46,43,50,45
2015,Kinkora High,,,,,,,,,,26,32,34,37
2015,L.M. Montgomery Elementary,59,75,73,60,54,56,61,,,,,,
2015,M.E. Callaghan,,,,,,,,78,88,81,,,
2015,Miscouche Consolidated,14,17,22,22,25,30,31,26,27,30,,,
2015,Montague Consolidated,62,60,56,55,61,45,70,,,,,,
2015,Montague Intermediate,,,,,,,,75,86,115,,,
2015,Montague Regional High,,,,,,,,,,,167,137,164
2015,Morell Consolidated,26,17,27,13,29,19,21,22,21,,,,
2015,Morell Regional High,,,,,,,,,,50,43,37,36
2015,Mt. Stewart Consolidated,17,23,12,29,20,13,30,15,7,,,,
2015,O'Leary Elementary,13,15,9,26,16,32,21,,,,,,
2015,Parkdale Elementary,15,21,28,21,23,9,17,,,,,,
2015,Parkside Elementary,55,53,57,45,47,44,57,,,,,,
2015,Prince St. Elementary,23,42,42,36,37,31,44,,,,,,
2015,Queen Charlotte,,,,,,,,168,175,153,,,
2015,Queen Elizabeth Elementary,40,41,55,44,44,49,53,,,,,,
2015,Sherwood Elementary,92,84,80,76,72,58,99,,,,,,
2015,Somerset,12,18,15,21,14,18,24,18,22,,,,
2015,Souris Regional,30,35,47,45,39,48,51,45,32,40,45,47,47
2015,Southern Kings Consolidated,15,12,15,17,21,19,22,20,19,,,,
2015,Spring Park Elementary,69,92,81,91,67,54,61,,,,,,
2015,St. Jean's Elementary,15,17,11,16,18,16,22,,,,,,
2015,St. Louis Elementary,19,15,23,19,15,18,20,,,,,,
2015,Stonepark Intermediate,,,,,,,,326,254,252,,,
2015,Stratford Elementary,,,,,159,149,133,,,,,,
2015,Summerside Intermediate,,,,,,,,163,152,152,,,
2015,Three Oaks High,,,,,,,,,,,249,267,232
2015,Tignish Elementary,31,24,20,23,42,25,44,,,,,,
2015,Vernon River Consolidated,17,18,18,16,19,15,19,15,10,10,,,
2015,West Kent Elementary,22,16,23,19,25,32,33,,,,,,
2015,West Royalty Elementary,76,66,69,83,72,72,83,,,,,,
2015,Westisle,,,,,,,,,,,163,172,178
2015,Westwood Primary,131,147,162,136,,,,,,,,,
2015,École Évangéline,17,15,17,13,14,19,16,18,22,12,16,30,14
2015,École François-Buote,40,26,19,21,28,16,25,22,28,21,27,18,20
2015,École La-Belle-Cloche,4,9,15,8,6,4,10,8,3,4,5,3,1
2015,École Pierre Chaisson,8,6,9,7,9,10,5,4,1,1,3,2,2
2015,École St-Augustin,4,2,4,6,4,5,3,3,2,,,,
2015,École-sur-Mer,19,19,14,13,14,16,17,5,7,11,,,
2015,Grace Christian,9,13,15,7,6,9,9,12,8,13,8,12,11
2015,Immanuel Christian,15,13,12,7,14,4,16,7,10,11,,,
