School,Year,Level,Size
Kinkora Regional High,2006,Grade 4,0
Kinkora Regional High,2006,Grade 5,0
Kinkora Regional High,2006,Grade 6,0
Kinkora Regional High,2006,Grade 7,0
Kinkora Regional High,2006,Grade 8,0
Kinkora Regional High,2006,Grade 9,47
Kinkora Regional High,2006,Grade 10,52
Kinkora Regional High,2006,Grade 11,53
Kinkora Regional High,2006,Grade 12,44
Kinkora Regional High,2007,K,0
Kinkora Regional High,2007,Grade 1,0
Kinkora Regional High,2007,Grade 2,0
Kinkora Regional High,2007,Grade 3,0
Kinkora Regional High,2007,Grade 4,0
Kinkora Regional High,2007,Grade 5,0
Kinkora Regional High,2007,Grade 6,0
Kinkora Regional High,2007,Grade 7,0
Kinkora Regional High,2007,Grade 8,0
Kinkora Regional High,2007,Grade 9,46
Kinkora Regional High,2007,Grade 10,50
Kinkora Regional High,2007,Grade 11,49
Kinkora Regional High,2007,Grade 12,50
Kinkora Regional High,2008,K,0
Kinkora Regional High,2008,Grade 1,0
Kinkora Regional High,2008,Grade 2,0
Kinkora Regional High,2008,Grade 3,0
Kinkora Regional High,2008,Grade 4,0
Kinkora Regional High,2008,Grade 5,0
Kinkora Regional High,2008,Grade 6,0
Kinkora Regional High,2008,Grade 7,0
Kinkora Regional High,2008,Grade 8,0
Kinkora Regional High,2008,Grade 9,50
Kinkora Regional High,2008,Grade 10,46
Kinkora Regional High,2008,Grade 11,48
Kinkora Regional High,2008,Grade 12,51
Kinkora Regional High,2009,K,0
Kinkora Regional High,2009,Grade 1,0
Kinkora Regional High,2009,Grade 2,0
Kinkora Regional High,2009,Grade 3,0
Kinkora Regional High,2009,Grade 4,0
Kinkora Regional High,2009,Grade 5,0
Kinkora Regional High,2009,Grade 6,0
Kinkora Regional High,2009,Grade 7,0
Kinkora Regional High,2009,Grade 8,0
Kinkora Regional High,2009,Grade 9,48
Kinkora Regional High,2009,Grade 10,51
Kinkora Regional High,2009,Grade 11,43
Kinkora Regional High,2009,Grade 12,44
Kinkora Regional High,2010,K,0
Kinkora Regional High,2010,Grade 1,0
Kinkora Regional High,2010,Grade 2,0
Kinkora Regional High,2010,Grade 3,0
Kinkora Regional High,2010,Grade 4,0
Kinkora Regional High,2010,Grade 5,0
Kinkora Regional High,2010,Grade 6,0
Kinkora Regional High,2010,Grade 7,0
Kinkora Regional High,2010,Grade 8,0
Kinkora Regional High,2010,Grade 9,46
Kinkora Regional High,2010,Grade 10,49
Kinkora Regional High,2010,Grade 11,50
Kinkora Regional High,2010,Grade 12,41
Kinkora Regional High,2011,K,0
Kinkora Regional High,2011,Grade 1,0
Kinkora Regional High,2011,Grade 2,0
Kinkora Regional High,2011,Grade 3,0
Kinkora Regional High,2011,Grade 4,0
Kinkora Regional High,2011,Grade 5,0
Kinkora Regional High,2011,Grade 6,0
Kinkora Regional High,2011,Grade 7,0
Kinkora Regional High,2011,Grade 8,0
Kinkora Regional High,2011,Grade 9,27
Kinkora Regional High,2011,Grade 10,47
Kinkora Regional High,2011,Grade 11,49
Kinkora Regional High,2011,Grade 12,51
Kinkora Regional High,2012,K,0
Kinkora Regional High,2012,Grade 1,0
Kinkora Regional High,2012,Grade 2,0
Kinkora Regional High,2012,Grade 3,0
Kinkora Regional High,2012,Grade 4,0
Kinkora Regional High,2012,Grade 5,0
Kinkora Regional High,2012,Grade 6,0
Kinkora Regional High,2012,Grade 7,0
Kinkora Regional High,2012,Grade 8,0
Kinkora Regional High,2012,Grade 9,33
Kinkora Regional High,2012,Grade 10,29
Kinkora Regional High,2012,Grade 11,47
Kinkora Regional High,2012,Grade 12,52
Kinkora Regional High,2013,K,0
Kinkora Regional High,2013,Grade 1,0
Kinkora Regional High,2013,Grade 2,0
Kinkora Regional High,2013,Grade 3,0
Kinkora Regional High,2013,Grade 4,0
Kinkora Regional High,2013,Grade 5,0
Kinkora Regional High,2013,Grade 6,0
Kinkora Regional High,2013,Grade 7,0
Kinkora Regional High,2013,Grade 8,0
Kinkora Regional High,2013,Grade 9,34
Kinkora Regional High,2013,Grade 10,33
Kinkora Regional High,2013,Grade 11,31
Kinkora Regional High,2013,Grade 12,48
Kinkora Regional High,2014,K,0
Kinkora Regional High,2014,Grade 1,0
Kinkora Regional High,2014,Grade 2,0
Kinkora Regional High,2014,Grade 3,0
Kinkora Regional High,2014,Grade 4,0
Kinkora Regional High,2014,Grade 5,0
Kinkora Regional High,2014,Grade 6,0
Kinkora Regional High,2014,Grade 7,0
Kinkora Regional High,2014,Grade 8,0
Kinkora Regional High,2014,Grade 9,29
Kinkora Regional High,2014,Grade 10,36
Kinkora Regional High,2014,Grade 11,35
Kinkora Regional High,2014,Grade 12,30
Kinkora Regional High,2015,K,0
Kinkora Regional High,2015,Grade 1,0
Kinkora Regional High,2015,Grade 2,0
Kinkora Regional High,2015,Grade 3,0
Kinkora Regional High,2015,Grade 4,0
Kinkora Regional High,2015,Grade 5,0
Kinkora Regional High,2015,Grade 6,0
Kinkora Regional High,2015,Grade 7,0
Kinkora Regional High,2015,Grade 8,0
Kinkora Regional High,2015,Grade 9,26
Kinkora Regional High,2015,Grade 10,32
Kinkora Regional High,2015,Grade 11,34
Kinkora Regional High,2015,Grade 12,37
L.M. Montgomery Elementary,1999,K,0
L.M. Montgomery Elementary,1999,Grade 1,73
L.M. Montgomery Elementary,1999,Grade 2,68
L.M. Montgomery Elementary,1999,Grade 3,72
L.M. Montgomery Elementary,1999,Grade 4,67
L.M. Montgomery Elementary,1999,Grade 5,52
L.M. Montgomery Elementary,1999,Grade 6,60
L.M. Montgomery Elementary,1999,Grade 7,0
L.M. Montgomery Elementary,1999,Grade 8,0
L.M. Montgomery Elementary,1999,Grade 9,0
L.M. Montgomery Elementary,1999,Grade 10,0
L.M. Montgomery Elementary,1999,Grade 11,0
L.M. Montgomery Elementary,1999,Grade 12,0
L.M. Montgomery Elementary,2000,K,0
L.M. Montgomery Elementary,2000,Grade 1,52
L.M. Montgomery Elementary,2000,Grade 2,73
L.M. Montgomery Elementary,2000,Grade 3,69
L.M. Montgomery Elementary,2000,Grade 4,71
L.M. Montgomery Elementary,2000,Grade 5,71
L.M. Montgomery Elementary,2000,Grade 6,52
L.M. Montgomery Elementary,2000,Grade 7,0
L.M. Montgomery Elementary,2000,Grade 8,0
L.M. Montgomery Elementary,2000,Grade 9,0
L.M. Montgomery Elementary,2000,Grade 10,0
L.M. Montgomery Elementary,2000,Grade 11,0
L.M. Montgomery Elementary,2000,Grade 12,0
L.M. Montgomery Elementary,2001,K,0
L.M. Montgomery Elementary,2001,Grade 1,62
L.M. Montgomery Elementary,2001,Grade 2,55
L.M. Montgomery Elementary,2001,Grade 3,73
L.M. Montgomery Elementary,2001,Grade 4,71
L.M. Montgomery Elementary,2001,Grade 5,74
L.M. Montgomery Elementary,2001,Grade 6,69
L.M. Montgomery Elementary,2001,Grade 7,0
L.M. Montgomery Elementary,2001,Grade 8,0
L.M. Montgomery Elementary,2001,Grade 9,0
L.M. Montgomery Elementary,2001,Grade 10,0
L.M. Montgomery Elementary,2001,Grade 11,0
L.M. Montgomery Elementary,2001,Grade 12,0
L.M. Montgomery Elementary,2002,K,0
L.M. Montgomery Elementary,2002,Grade 1,47
L.M. Montgomery Elementary,2002,Grade 2,64
L.M. Montgomery Elementary,2002,Grade 3,53
L.M. Montgomery Elementary,2002,Grade 4,71
L.M. Montgomery Elementary,2002,Grade 5,71
L.M. Montgomery Elementary,2002,Grade 6,74
L.M. Montgomery Elementary,2002,Grade 7,0
L.M. Montgomery Elementary,2002,Grade 8,0
L.M. Montgomery Elementary,2002,Grade 9,0
L.M. Montgomery Elementary,2002,Grade 10,0
L.M. Montgomery Elementary,2002,Grade 11,0
L.M. Montgomery Elementary,2002,Grade 12,0
L.M. Montgomery Elementary,2003,K,0
L.M. Montgomery Elementary,2003,Grade 1,45
L.M. Montgomery Elementary,2003,Grade 2,48
L.M. Montgomery Elementary,2003,Grade 3,63
L.M. Montgomery Elementary,2003,Grade 4,58
L.M. Montgomery Elementary,2003,Grade 5,72
L.M. Montgomery Elementary,2003,Grade 6,71
L.M. Montgomery Elementary,2003,Grade 7,0
L.M. Montgomery Elementary,2003,Grade 8,0
L.M. Montgomery Elementary,2003,Grade 9,0
L.M. Montgomery Elementary,2003,Grade 10,0
L.M. Montgomery Elementary,2003,Grade 11,0
L.M. Montgomery Elementary,2003,Grade 12,0
L.M. Montgomery Elementary,2004,K,0
L.M. Montgomery Elementary,2004,Grade 1,41
L.M. Montgomery Elementary,2004,Grade 2,43
L.M. Montgomery Elementary,2004,Grade 3,46
L.M. Montgomery Elementary,2004,Grade 4,65
L.M. Montgomery Elementary,2004,Grade 5,54
L.M. Montgomery Elementary,2004,Grade 6,71
L.M. Montgomery Elementary,2004,Grade 7,0
L.M. Montgomery Elementary,2004,Grade 8,0
L.M. Montgomery Elementary,2004,Grade 9,0
L.M. Montgomery Elementary,2004,Grade 10,0
L.M. Montgomery Elementary,2004,Grade 11,0
L.M. Montgomery Elementary,2004,Grade 12,0
L.M. Montgomery Elementary,2005,K,0
L.M. Montgomery Elementary,2005,Grade 1,38
L.M. Montgomery Elementary,2005,Grade 2,39
L.M. Montgomery Elementary,2005,Grade 3,41
L.M. Montgomery Elementary,2005,Grade 4,45
L.M. Montgomery Elementary,2005,Grade 5,63
L.M. Montgomery Elementary,2005,Grade 6,57
L.M. Montgomery Elementary,2005,Grade 7,0
L.M. Montgomery Elementary,2005,Grade 8,0
L.M. Montgomery Elementary,2005,Grade 9,0
L.M. Montgomery Elementary,2005,Grade 10,0
L.M. Montgomery Elementary,2005,Grade 11,0
L.M. Montgomery Elementary,2005,Grade 12,0
L.M. Montgomery Elementary,2006,K,0
L.M. Montgomery Elementary,2006,Grade 1,38
L.M. Montgomery Elementary,2006,Grade 2,38
L.M. Montgomery Elementary,2006,Grade 3,37
L.M. Montgomery Elementary,2006,Grade 4,40
L.M. Montgomery Elementary,2006,Grade 5,48
L.M. Montgomery Elementary,2006,Grade 6,64
L.M. Montgomery Elementary,2006,Grade 7,0
L.M. Montgomery Elementary,2006,Grade 8,0
L.M. Montgomery Elementary,2006,Grade 9,0
L.M. Montgomery Elementary,2006,Grade 10,0
L.M. Montgomery Elementary,2006,Grade 11,0
L.M. Montgomery Elementary,2006,Grade 12,0
L.M. Montgomery Elementary,2007,K,0
L.M. Montgomery Elementary,2007,Grade 1,37
L.M. Montgomery Elementary,2007,Grade 2,42
L.M. Montgomery Elementary,2007,Grade 3,37
L.M. Montgomery Elementary,2007,Grade 4,37
L.M. Montgomery Elementary,2007,Grade 5,42
L.M. Montgomery Elementary,2007,Grade 6,47
L.M. Montgomery Elementary,2007,Grade 7,0
L.M. Montgomery Elementary,2007,Grade 8,0
L.M. Montgomery Elementary,2007,Grade 9,0
L.M. Montgomery Elementary,2007,Grade 10,0
L.M. Montgomery Elementary,2007,Grade 11,0
L.M. Montgomery Elementary,2007,Grade 12,0
L.M. Montgomery Elementary,2008,K,0
L.M. Montgomery Elementary,2008,Grade 1,46
L.M. Montgomery Elementary,2008,Grade 2,36
L.M. Montgomery Elementary,2008,Grade 3,40
L.M. Montgomery Elementary,2008,Grade 4,40
L.M. Montgomery Elementary,2008,Grade 5,37
L.M. Montgomery Elementary,2008,Grade 6,41
L.M. Montgomery Elementary,2008,Grade 7,0
L.M. Montgomery Elementary,2008,Grade 8,0
L.M. Montgomery Elementary,2008,Grade 9,0
L.M. Montgomery Elementary,2008,Grade 10,0
L.M. Montgomery Elementary,2008,Grade 11,0
L.M. Montgomery Elementary,2008,Grade 12,0
L.M. Montgomery Elementary,2009,K,0
L.M. Montgomery Elementary,2009,Grade 1,55
L.M. Montgomery Elementary,2009,Grade 2,47
L.M. Montgomery Elementary,2009,Grade 3,43
L.M. Montgomery Elementary,2009,Grade 4,51
L.M. Montgomery Elementary,2009,Grade 5,44
L.M. Montgomery Elementary,2009,Grade 6,47
L.M. Montgomery Elementary,2009,Grade 7,0
L.M. Montgomery Elementary,2009,Grade 8,0
L.M. Montgomery Elementary,2009,Grade 9,0
L.M. Montgomery Elementary,2009,Grade 10,0
L.M. Montgomery Elementary,2009,Grade 11,0
L.M. Montgomery Elementary,2009,Grade 12,0
L.M. Montgomery Elementary,2010,K,48
L.M. Montgomery Elementary,2010,Grade 1,54
L.M. Montgomery Elementary,2010,Grade 2,57
L.M. Montgomery Elementary,2010,Grade 3,47
L.M. Montgomery Elementary,2010,Grade 4,44
L.M. Montgomery Elementary,2010,Grade 5,46
L.M. Montgomery Elementary,2010,Grade 6,44
L.M. Montgomery Elementary,2010,Grade 7,0
L.M. Montgomery Elementary,2010,Grade 8,0
L.M. Montgomery Elementary,2010,Grade 9,0
L.M. Montgomery Elementary,2010,Grade 10,0
L.M. Montgomery Elementary,2010,Grade 11,0
L.M. Montgomery Elementary,2010,Grade 12,0
L.M. Montgomery Elementary,2011,K,48
L.M. Montgomery Elementary,2011,Grade 1,51
L.M. Montgomery Elementary,2011,Grade 2,63
L.M. Montgomery Elementary,2011,Grade 3,56
L.M. Montgomery Elementary,2011,Grade 4,49
L.M. Montgomery Elementary,2011,Grade 5,44
L.M. Montgomery Elementary,2011,Grade 6,50
L.M. Montgomery Elementary,2011,Grade 7,0
L.M. Montgomery Elementary,2011,Grade 8,0
L.M. Montgomery Elementary,2011,Grade 9,0
L.M. Montgomery Elementary,2011,Grade 10,0
L.M. Montgomery Elementary,2011,Grade 11,0
L.M. Montgomery Elementary,2011,Grade 12,0
L.M. Montgomery Elementary,2012,K,54
L.M. Montgomery Elementary,2012,Grade 1,48
L.M. Montgomery Elementary,2012,Grade 2,50
L.M. Montgomery Elementary,2012,Grade 3,57
L.M. Montgomery Elementary,2012,Grade 4,58
L.M. Montgomery Elementary,2012,Grade 5,51
L.M. Montgomery Elementary,2012,Grade 6,42
L.M. Montgomery Elementary,2012,Grade 7,0
L.M. Montgomery Elementary,2012,Grade 8,0
L.M. Montgomery Elementary,2012,Grade 9,0
L.M. Montgomery Elementary,2012,Grade 10,0
L.M. Montgomery Elementary,2012,Grade 11,0
L.M. Montgomery Elementary,2012,Grade 12,0
L.M. Montgomery Elementary,2013,K,66
L.M. Montgomery Elementary,2013,Grade 1,53
L.M. Montgomery Elementary,2013,Grade 2,50
L.M. Montgomery Elementary,2013,Grade 3,48
L.M. Montgomery Elementary,2013,Grade 4,61
L.M. Montgomery Elementary,2013,Grade 5,61
L.M. Montgomery Elementary,2013,Grade 6,49
L.M. Montgomery Elementary,2013,Grade 7,0
L.M. Montgomery Elementary,2013,Grade 8,0
L.M. Montgomery Elementary,2013,Grade 9,0
L.M. Montgomery Elementary,2013,Grade 10,0
L.M. Montgomery Elementary,2013,Grade 11,0
L.M. Montgomery Elementary,2013,Grade 12,0
L.M. Montgomery Elementary,2014,K,70
L.M. Montgomery Elementary,2014,Grade 1,75
L.M. Montgomery Elementary,2014,Grade 2,59
L.M. Montgomery Elementary,2014,Grade 3,51
L.M. Montgomery Elementary,2014,Grade 4,50
L.M. Montgomery Elementary,2014,Grade 5,61
L.M. Montgomery Elementary,2014,Grade 6,68
L.M. Montgomery Elementary,2014,Grade 7,0
L.M. Montgomery Elementary,2014,Grade 8,0
L.M. Montgomery Elementary,2014,Grade 9,0
L.M. Montgomery Elementary,2014,Grade 10,0
L.M. Montgomery Elementary,2014,Grade 11,0
L.M. Montgomery Elementary,2014,Grade 12,0
L.M. Montgomery Elementary,2015,K,59
L.M. Montgomery Elementary,2015,Grade 1,75
L.M. Montgomery Elementary,2015,Grade 2,73
L.M. Montgomery Elementary,2015,Grade 3,60
L.M. Montgomery Elementary,2015,Grade 4,54
L.M. Montgomery Elementary,2015,Grade 5,56
L.M. Montgomery Elementary,2015,Grade 6,61
L.M. Montgomery Elementary,2015,Grade 7,0
L.M. Montgomery Elementary,2015,Grade 8,0
L.M. Montgomery Elementary,2015,Grade 9,0
L.M. Montgomery Elementary,2015,Grade 10,0
L.M. Montgomery Elementary,2015,Grade 11,0
L.M. Montgomery Elementary,2015,Grade 12,0
M.E. Callaghan Intermediate,1999,K,0
M.E. Callaghan Intermediate,1999,Grade 1,0
M.E. Callaghan Intermediate,1999,Grade 2,0
M.E. Callaghan Intermediate,1999,Grade 3,0
M.E. Callaghan Intermediate,1999,Grade 4,0
M.E. Callaghan Intermediate,1999,Grade 5,0
M.E. Callaghan Intermediate,1999,Grade 6,0
M.E. Callaghan Intermediate,1999,Grade 7,152
M.E. Callaghan Intermediate,1999,Grade 8,96
M.E. Callaghan Intermediate,1999,Grade 9,115
M.E. Callaghan Intermediate,1999,Grade 10,0
M.E. Callaghan Intermediate,1999,Grade 11,0
M.E. Callaghan Intermediate,1999,Grade 12,0
M.E. Callaghan Intermediate,2000,K,0
M.E. Callaghan Intermediate,2000,Grade 1,0
M.E. Callaghan Intermediate,2000,Grade 2,0
M.E. Callaghan Intermediate,2000,Grade 3,0
M.E. Callaghan Intermediate,2000,Grade 4,0
M.E. Callaghan Intermediate,2000,Grade 5,0
M.E. Callaghan Intermediate,2000,Grade 6,0
M.E. Callaghan Intermediate,2000,Grade 7,109
M.E. Callaghan Intermediate,2000,Grade 8,146
M.E. Callaghan Intermediate,2000,Grade 9,95
M.E. Callaghan Intermediate,2000,Grade 10,0
M.E. Callaghan Intermediate,2000,Grade 11,0
M.E. Callaghan Intermediate,2000,Grade 12,0
M.E. Callaghan Intermediate,2001,K,0
M.E. Callaghan Intermediate,2001,Grade 1,0
M.E. Callaghan Intermediate,2001,Grade 2,0
M.E. Callaghan Intermediate,2001,Grade 3,0
M.E. Callaghan Intermediate,2001,Grade 4,0
M.E. Callaghan Intermediate,2001,Grade 5,0
M.E. Callaghan Intermediate,2001,Grade 6,0
M.E. Callaghan Intermediate,2001,Grade 7,116
M.E. Callaghan Intermediate,2001,Grade 8,112
M.E. Callaghan Intermediate,2001,Grade 9,135
M.E. Callaghan Intermediate,2001,Grade 10,0
M.E. Callaghan Intermediate,2001,Grade 11,0
M.E. Callaghan Intermediate,2001,Grade 12,0
M.E. Callaghan Intermediate,2002,K,0
M.E. Callaghan Intermediate,2002,Grade 1,0
M.E. Callaghan Intermediate,2002,Grade 2,0
M.E. Callaghan Intermediate,2002,Grade 3,0
M.E. Callaghan Intermediate,2002,Grade 4,0
M.E. Callaghan Intermediate,2002,Grade 5,0
M.E. Callaghan Intermediate,2002,Grade 6,0
M.E. Callaghan Intermediate,2002,Grade 7,107
M.E. Callaghan Intermediate,2002,Grade 8,117
M.E. Callaghan Intermediate,2002,Grade 9,106
M.E. Callaghan Intermediate,2002,Grade 10,0
M.E. Callaghan Intermediate,2002,Grade 11,0
M.E. Callaghan Intermediate,2002,Grade 12,0
M.E. Callaghan Intermediate,2003,K,0
M.E. Callaghan Intermediate,2003,Grade 1,0
M.E. Callaghan Intermediate,2003,Grade 2,0
M.E. Callaghan Intermediate,2003,Grade 3,0
M.E. Callaghan Intermediate,2003,Grade 4,0
M.E. Callaghan Intermediate,2003,Grade 5,0
M.E. Callaghan Intermediate,2003,Grade 6,0
M.E. Callaghan Intermediate,2003,Grade 7,106
M.E. Callaghan Intermediate,2003,Grade 8,106
M.E. Callaghan Intermediate,2003,Grade 9,113
M.E. Callaghan Intermediate,2003,Grade 10,0
M.E. Callaghan Intermediate,2003,Grade 11,0
M.E. Callaghan Intermediate,2003,Grade 12,0
M.E. Callaghan Intermediate,2004,K,0
M.E. Callaghan Intermediate,2004,Grade 1,0
M.E. Callaghan Intermediate,2004,Grade 2,0
M.E. Callaghan Intermediate,2004,Grade 3,0
M.E. Callaghan Intermediate,2004,Grade 4,0
M.E. Callaghan Intermediate,2004,Grade 5,0
M.E. Callaghan Intermediate,2004,Grade 6,0
M.E. Callaghan Intermediate,2004,Grade 7,126
M.E. Callaghan Intermediate,2004,Grade 8,110
M.E. Callaghan Intermediate,2004,Grade 9,108
M.E. Callaghan Intermediate,2004,Grade 10,0
M.E. Callaghan Intermediate,2004,Grade 11,0
M.E. Callaghan Intermediate,2004,Grade 12,0
M.E. Callaghan Intermediate,2005,K,0
M.E. Callaghan Intermediate,2005,Grade 1,0
M.E. Callaghan Intermediate,2005,Grade 2,0
M.E. Callaghan Intermediate,2005,Grade 3,0
M.E. Callaghan Intermediate,2005,Grade 4,0
M.E. Callaghan Intermediate,2005,Grade 5,0
M.E. Callaghan Intermediate,2005,Grade 6,0
M.E. Callaghan Intermediate,2005,Grade 7,105
M.E. Callaghan Intermediate,2005,Grade 8,121
M.E. Callaghan Intermediate,2005,Grade 9,105
M.E. Callaghan Intermediate,2005,Grade 10,0
M.E. Callaghan Intermediate,2005,Grade 11,0
M.E. Callaghan Intermediate,2005,Grade 12,0
M.E. Callaghan Intermediate,2006,K,0
M.E. Callaghan Intermediate,2006,Grade 1,0
M.E. Callaghan Intermediate,2006,Grade 2,0
M.E. Callaghan Intermediate,2006,Grade 3,0
M.E. Callaghan Intermediate,2006,Grade 4,0
M.E. Callaghan Intermediate,2006,Grade 5,0
M.E. Callaghan Intermediate,2006,Grade 6,0
M.E. Callaghan Intermediate,2006,Grade 7,88
M.E. Callaghan Intermediate,2006,Grade 8,102
M.E. Callaghan Intermediate,2006,Grade 9,121
M.E. Callaghan Intermediate,2006,Grade 10,0
M.E. Callaghan Intermediate,2006,Grade 11,0
M.E. Callaghan Intermediate,2006,Grade 12,0
M.E. Callaghan Intermediate,2007,K,0
M.E. Callaghan Intermediate,2007,Grade 1,0
M.E. Callaghan Intermediate,2007,Grade 2,0
M.E. Callaghan Intermediate,2007,Grade 3,0
M.E. Callaghan Intermediate,2007,Grade 4,0
M.E. Callaghan Intermediate,2007,Grade 5,0
M.E. Callaghan Intermediate,2007,Grade 6,0
M.E. Callaghan Intermediate,2007,Grade 7,99
M.E. Callaghan Intermediate,2007,Grade 8,90
M.E. Callaghan Intermediate,2007,Grade 9,105
M.E. Callaghan Intermediate,2007,Grade 10,0
M.E. Callaghan Intermediate,2007,Grade 11,0
M.E. Callaghan Intermediate,2007,Grade 12,0
M.E. Callaghan Intermediate,2008,K,0
M.E. Callaghan Intermediate,2008,Grade 1,0
M.E. Callaghan Intermediate,2008,Grade 2,0
M.E. Callaghan Intermediate,2008,Grade 3,0
M.E. Callaghan Intermediate,2008,Grade 4,0
M.E. Callaghan Intermediate,2008,Grade 5,0
M.E. Callaghan Intermediate,2008,Grade 6,0
M.E. Callaghan Intermediate,2008,Grade 7,91
M.E. Callaghan Intermediate,2008,Grade 8,98
M.E. Callaghan Intermediate,2008,Grade 9,92
M.E. Callaghan Intermediate,2008,Grade 10,0
M.E. Callaghan Intermediate,2008,Grade 11,0
M.E. Callaghan Intermediate,2008,Grade 12,0
M.E. Callaghan Intermediate,2009,K,0
M.E. Callaghan Intermediate,2009,Grade 1,0
M.E. Callaghan Intermediate,2009,Grade 2,0
M.E. Callaghan Intermediate,2009,Grade 3,0
M.E. Callaghan Intermediate,2009,Grade 4,0
M.E. Callaghan Intermediate,2009,Grade 5,0
M.E. Callaghan Intermediate,2009,Grade 6,0
M.E. Callaghan Intermediate,2009,Grade 7,92
M.E. Callaghan Intermediate,2009,Grade 8,92
M.E. Callaghan Intermediate,2009,Grade 9,98
M.E. Callaghan Intermediate,2009,Grade 10,0
M.E. Callaghan Intermediate,2009,Grade 11,0
M.E. Callaghan Intermediate,2009,Grade 12,0
M.E. Callaghan Intermediate,2010,K,0
M.E. Callaghan Intermediate,2010,Grade 1,0
M.E. Callaghan Intermediate,2010,Grade 2,0
M.E. Callaghan Intermediate,2010,Grade 3,0
M.E. Callaghan Intermediate,2010,Grade 4,0
M.E. Callaghan Intermediate,2010,Grade 5,0
M.E. Callaghan Intermediate,2010,Grade 6,0
M.E. Callaghan Intermediate,2010,Grade 7,85
M.E. Callaghan Intermediate,2010,Grade 8,93
M.E. Callaghan Intermediate,2010,Grade 9,92
M.E. Callaghan Intermediate,2010,Grade 10,0
M.E. Callaghan Intermediate,2010,Grade 11,0
M.E. Callaghan Intermediate,2010,Grade 12,0
M.E. Callaghan Intermediate,2011,K,0
M.E. Callaghan Intermediate,2011,Grade 1,0
M.E. Callaghan Intermediate,2011,Grade 2,0
M.E. Callaghan Intermediate,2011,Grade 3,0
M.E. Callaghan Intermediate,2011,Grade 4,0
M.E. Callaghan Intermediate,2011,Grade 5,0
M.E. Callaghan Intermediate,2011,Grade 6,0
M.E. Callaghan Intermediate,2011,Grade 7,77
M.E. Callaghan Intermediate,2011,Grade 8,86
M.E. Callaghan Intermediate,2011,Grade 9,100
M.E. Callaghan Intermediate,2011,Grade 10,0
M.E. Callaghan Intermediate,2011,Grade 11,0
M.E. Callaghan Intermediate,2011,Grade 12,0
M.E. Callaghan Intermediate,2012,K,0
M.E. Callaghan Intermediate,2012,Grade 1,0
M.E. Callaghan Intermediate,2012,Grade 2,0
M.E. Callaghan Intermediate,2012,Grade 3,0
M.E. Callaghan Intermediate,2012,Grade 4,0
M.E. Callaghan Intermediate,2012,Grade 5,0
M.E. Callaghan Intermediate,2012,Grade 6,0
M.E. Callaghan Intermediate,2012,Grade 7,83
M.E. Callaghan Intermediate,2012,Grade 8,74
M.E. Callaghan Intermediate,2012,Grade 9,85
M.E. Callaghan Intermediate,2012,Grade 10,0
M.E. Callaghan Intermediate,2012,Grade 11,0
M.E. Callaghan Intermediate,2012,Grade 12,0
M.E. Callaghan Intermediate,2013,K,0
M.E. Callaghan Intermediate,2013,Grade 1,0
M.E. Callaghan Intermediate,2013,Grade 2,0
M.E. Callaghan Intermediate,2013,Grade 3,0
M.E. Callaghan Intermediate,2013,Grade 4,0
M.E. Callaghan Intermediate,2013,Grade 5,0
M.E. Callaghan Intermediate,2013,Grade 6,0
M.E. Callaghan Intermediate,2013,Grade 7,83
M.E. Callaghan Intermediate,2013,Grade 8,83
M.E. Callaghan Intermediate,2013,Grade 9,77
M.E. Callaghan Intermediate,2013,Grade 10,0
M.E. Callaghan Intermediate,2013,Grade 11,0
M.E. Callaghan Intermediate,2013,Grade 12,0
M.E. Callaghan Intermediate,2014,K,0
M.E. Callaghan Intermediate,2014,Grade 1,0
M.E. Callaghan Intermediate,2014,Grade 2,0
M.E. Callaghan Intermediate,2014,Grade 3,0
M.E. Callaghan Intermediate,2014,Grade 4,0
M.E. Callaghan Intermediate,2014,Grade 5,0
M.E. Callaghan Intermediate,2014,Grade 6,0
M.E. Callaghan Intermediate,2014,Grade 7,90
M.E. Callaghan Intermediate,2014,Grade 8,80
M.E. Callaghan Intermediate,2014,Grade 9,82
M.E. Callaghan Intermediate,2014,Grade 10,0
M.E. Callaghan Intermediate,2014,Grade 11,0
M.E. Callaghan Intermediate,2014,Grade 12,0
M.E. Callaghan Intermediate,2015,K,0
M.E. Callaghan Intermediate,2015,Grade 1,0
M.E. Callaghan Intermediate,2015,Grade 2,0
M.E. Callaghan Intermediate,2015,Grade 3,0
M.E. Callaghan Intermediate,2015,Grade 4,0
M.E. Callaghan Intermediate,2015,Grade 5,0
M.E. Callaghan Intermediate,2015,Grade 6,0
M.E. Callaghan Intermediate,2015,Grade 7,78
M.E. Callaghan Intermediate,2015,Grade 8,88
M.E. Callaghan Intermediate,2015,Grade 9,81
M.E. Callaghan Intermediate,2015,Grade 10,0
M.E. Callaghan Intermediate,2015,Grade 11,0
M.E. Callaghan Intermediate,2015,Grade 12,0
Miscouche Consolidated,1999,K,0
Miscouche Consolidated,1999,Grade 1,30
Miscouche Consolidated,1999,Grade 2,27
Miscouche Consolidated,1999,Grade 3,33
Miscouche Consolidated,1999,Grade 4,23
Miscouche Consolidated,1999,Grade 5,24
Miscouche Consolidated,1999,Grade 6,27
Miscouche Consolidated,1999,Grade 7,22
Miscouche Consolidated,1999,Grade 8,28
Miscouche Consolidated,1999,Grade 9,17
Miscouche Consolidated,1999,Grade 10,0
