School,Year,Level,Size
Miscouche Consolidated,1999,Grade 11,0
Miscouche Consolidated,1999,Grade 12,0
Miscouche Consolidated,2000,K,0
Miscouche Consolidated,2000,Grade 1,27
Miscouche Consolidated,2000,Grade 2,30
Miscouche Consolidated,2000,Grade 3,25
Miscouche Consolidated,2000,Grade 4,31
Miscouche Consolidated,2000,Grade 5,24
Miscouche Consolidated,2000,Grade 6,24
Miscouche Consolidated,2000,Grade 7,26
Miscouche Consolidated,2000,Grade 8,20
Miscouche Consolidated,2000,Grade 9,26
Miscouche Consolidated,2000,Grade 10,0
Miscouche Consolidated,2000,Grade 11,0
Miscouche Consolidated,2000,Grade 12,0
Miscouche Consolidated,2001,K,0
Miscouche Consolidated,2001,Grade 1,28
Miscouche Consolidated,2001,Grade 2,28
Miscouche Consolidated,2001,Grade 3,30
Miscouche Consolidated,2001,Grade 4,27
Miscouche Consolidated,2001,Grade 5,31
Miscouche Consolidated,2001,Grade 6,28
Miscouche Consolidated,2001,Grade 7,26
Miscouche Consolidated,2001,Grade 8,25
Miscouche Consolidated,2001,Grade 9,18
Miscouche Consolidated,2001,Grade 10,0
Miscouche Consolidated,2001,Grade 11,0
Miscouche Consolidated,2001,Grade 12,0
Miscouche Consolidated,2002,K,0
Miscouche Consolidated,2002,Grade 1,33
Miscouche Consolidated,2002,Grade 2,27
Miscouche Consolidated,2002,Grade 3,29
Miscouche Consolidated,2002,Grade 4,28
Miscouche Consolidated,2002,Grade 5,27
Miscouche Consolidated,2002,Grade 6,33
Miscouche Consolidated,2002,Grade 7,27
Miscouche Consolidated,2002,Grade 8,24
Miscouche Consolidated,2002,Grade 9,25
Miscouche Consolidated,2002,Grade 10,0
Miscouche Consolidated,2002,Grade 11,0
Miscouche Consolidated,2002,Grade 12,0
Miscouche Consolidated,2003,K,0
Miscouche Consolidated,2003,Grade 1,25
Miscouche Consolidated,2003,Grade 2,35
Miscouche Consolidated,2003,Grade 3,25
Miscouche Consolidated,2003,Grade 4,28
Miscouche Consolidated,2003,Grade 5,28
Miscouche Consolidated,2003,Grade 6,29
Miscouche Consolidated,2003,Grade 7,36
Miscouche Consolidated,2003,Grade 8,26
Miscouche Consolidated,2003,Grade 9,25
Miscouche Consolidated,2003,Grade 10,0
Miscouche Consolidated,2003,Grade 11,0
Miscouche Consolidated,2003,Grade 12,0
Miscouche Consolidated,2004,K,0
Miscouche Consolidated,2004,Grade 1,24
Miscouche Consolidated,2004,Grade 2,29
Miscouche Consolidated,2004,Grade 3,37
Miscouche Consolidated,2004,Grade 4,24
Miscouche Consolidated,2004,Grade 5,28
Miscouche Consolidated,2004,Grade 6,32
Miscouche Consolidated,2004,Grade 7,26
Miscouche Consolidated,2004,Grade 8,30
Miscouche Consolidated,2004,Grade 9,23
Miscouche Consolidated,2004,Grade 10,0
Miscouche Consolidated,2004,Grade 11,0
Miscouche Consolidated,2004,Grade 12,0
Miscouche Consolidated,2005,K,0
Miscouche Consolidated,2005,Grade 1,28
Miscouche Consolidated,2005,Grade 2,22
Miscouche Consolidated,2005,Grade 3,28
Miscouche Consolidated,2005,Grade 4,37
Miscouche Consolidated,2005,Grade 5,24
Miscouche Consolidated,2005,Grade 6,30
Miscouche Consolidated,2005,Grade 7,30
Miscouche Consolidated,2005,Grade 8,26
Miscouche Consolidated,2005,Grade 9,31
Miscouche Consolidated,2005,Grade 10,0
Miscouche Consolidated,2005,Grade 11,0
Miscouche Consolidated,2005,Grade 12,0
Miscouche Consolidated,2006,K,0
Miscouche Consolidated,2006,Grade 1,15
Miscouche Consolidated,2006,Grade 2,29
Miscouche Consolidated,2006,Grade 3,23
Miscouche Consolidated,2006,Grade 4,31
Miscouche Consolidated,2006,Grade 5,38
Miscouche Consolidated,2006,Grade 6,22
Miscouche Consolidated,2006,Grade 7,26
Miscouche Consolidated,2006,Grade 8,33
Miscouche Consolidated,2006,Grade 9,24
Miscouche Consolidated,2006,Grade 10,0
Miscouche Consolidated,2006,Grade 11,0
Miscouche Consolidated,2006,Grade 12,0
Miscouche Consolidated,2007,K,0
Miscouche Consolidated,2007,Grade 1,31
Miscouche Consolidated,2007,Grade 2,16
Miscouche Consolidated,2007,Grade 3,30
Miscouche Consolidated,2007,Grade 4,22
Miscouche Consolidated,2007,Grade 5,31
Miscouche Consolidated,2007,Grade 6,37
Miscouche Consolidated,2007,Grade 7,23
Miscouche Consolidated,2007,Grade 8,25
Miscouche Consolidated,2007,Grade 9,32
Miscouche Consolidated,2007,Grade 10,0
Miscouche Consolidated,2007,Grade 11,0
Miscouche Consolidated,2007,Grade 12,0
Miscouche Consolidated,2008,K,0
Miscouche Consolidated,2008,Grade 1,23
Miscouche Consolidated,2008,Grade 2,33
Miscouche Consolidated,2008,Grade 3,18
Miscouche Consolidated,2008,Grade 4,32
Miscouche Consolidated,2008,Grade 5,24
Miscouche Consolidated,2008,Grade 6,35
Miscouche Consolidated,2008,Grade 7,37
Miscouche Consolidated,2008,Grade 8,23
Miscouche Consolidated,2008,Grade 9,25
Miscouche Consolidated,2008,Grade 10,0
Miscouche Consolidated,2008,Grade 11,0
Miscouche Consolidated,2008,Grade 12,0
Miscouche Consolidated,2009,K,0
Miscouche Consolidated,2009,Grade 1,23
Miscouche Consolidated,2009,Grade 2,24
Miscouche Consolidated,2009,Grade 3,32
Miscouche Consolidated,2009,Grade 4,19
Miscouche Consolidated,2009,Grade 5,31
Miscouche Consolidated,2009,Grade 6,22
Miscouche Consolidated,2009,Grade 7,35
Miscouche Consolidated,2009,Grade 8,36
Miscouche Consolidated,2009,Grade 9,22
Miscouche Consolidated,2009,Grade 10,0
Miscouche Consolidated,2009,Grade 11,0
Miscouche Consolidated,2009,Grade 12,0
Miscouche Consolidated,2010,K,27
Miscouche Consolidated,2010,Grade 1,31
Miscouche Consolidated,2010,Grade 2,25
Miscouche Consolidated,2010,Grade 3,23
Miscouche Consolidated,2010,Grade 4,33
Miscouche Consolidated,2010,Grade 5,21
Miscouche Consolidated,2010,Grade 6,33
Miscouche Consolidated,2010,Grade 7,26
Miscouche Consolidated,2010,Grade 8,34
Miscouche Consolidated,2010,Grade 9,35
Miscouche Consolidated,2010,Grade 10,0
Miscouche Consolidated,2010,Grade 11,0
Miscouche Consolidated,2010,Grade 12,0
Miscouche Consolidated,2011,K,23
Miscouche Consolidated,2011,Grade 1,26
Miscouche Consolidated,2011,Grade 2,32
Miscouche Consolidated,2011,Grade 3,24
Miscouche Consolidated,2011,Grade 4,23
Miscouche Consolidated,2011,Grade 5,31
Miscouche Consolidated,2011,Grade 6,19
Miscouche Consolidated,2011,Grade 7,30
Miscouche Consolidated,2011,Grade 8,23
Miscouche Consolidated,2011,Grade 9,35
Miscouche Consolidated,2011,Grade 10,0
Miscouche Consolidated,2011,Grade 11,0
Miscouche Consolidated,2011,Grade 12,0
Miscouche Consolidated,2012,K,22
Miscouche Consolidated,2012,Grade 1,24
Miscouche Consolidated,2012,Grade 2,25
Miscouche Consolidated,2012,Grade 3,33
Miscouche Consolidated,2012,Grade 4,25
Miscouche Consolidated,2012,Grade 5,25
Miscouche Consolidated,2012,Grade 6,31
Miscouche Consolidated,2012,Grade 7,18
Miscouche Consolidated,2012,Grade 8,29
Miscouche Consolidated,2012,Grade 9,25
Miscouche Consolidated,2012,Grade 10,0
Miscouche Consolidated,2012,Grade 11,0
Miscouche Consolidated,2012,Grade 12,0
Miscouche Consolidated,2013,K,19
Miscouche Consolidated,2013,Grade 1,25
Miscouche Consolidated,2013,Grade 2,27
Miscouche Consolidated,2013,Grade 3,25
Miscouche Consolidated,2013,Grade 4,33
Miscouche Consolidated,2013,Grade 5,26
Miscouche Consolidated,2013,Grade 6,28
Miscouche Consolidated,2013,Grade 7,31
Miscouche Consolidated,2013,Grade 8,19
Miscouche Consolidated,2013,Grade 9,29
Miscouche Consolidated,2013,Grade 10,0
Miscouche Consolidated,2013,Grade 11,0
Miscouche Consolidated,2013,Grade 12,0
Miscouche Consolidated,2014,K,16
Miscouche Consolidated,2014,Grade 1,18
Miscouche Consolidated,2014,Grade 2,23
Miscouche Consolidated,2014,Grade 3,23
Miscouche Consolidated,2014,Grade 4,28
Miscouche Consolidated,2014,Grade 5,31
Miscouche Consolidated,2014,Grade 6,24
Miscouche Consolidated,2014,Grade 7,28
Miscouche Consolidated,2014,Grade 8,29
Miscouche Consolidated,2014,Grade 9,18
Miscouche Consolidated,2014,Grade 10,0
Miscouche Consolidated,2014,Grade 11,0
Miscouche Consolidated,2014,Grade 12,0
Miscouche Consolidated,2015,K,14
Miscouche Consolidated,2015,Grade 1,17
Miscouche Consolidated,2015,Grade 2,22
Miscouche Consolidated,2015,Grade 3,22
Miscouche Consolidated,2015,Grade 4,25
Miscouche Consolidated,2015,Grade 5,30
Miscouche Consolidated,2015,Grade 6,31
Miscouche Consolidated,2015,Grade 7,26
Miscouche Consolidated,2015,Grade 8,27
Miscouche Consolidated,2015,Grade 9,30
Miscouche Consolidated,2015,Grade 10,0
Miscouche Consolidated,2015,Grade 11,0
Miscouche Consolidated,2015,Grade 12,0
Montague Consolidated,1999,K,0
Montague Consolidated,1999,Grade 1,68
Montague Consolidated,1999,Grade 2,67
Montague Consolidated,1999,Grade 3,68
Montague Consolidated,1999,Grade 4,67
Montague Consolidated,1999,Grade 5,69
Montague Consolidated,1999,Grade 6,71
Montague Consolidated,1999,Grade 7,0
Montague Consolidated,1999,Grade 8,0
Montague Consolidated,1999,Grade 9,0
Montague Consolidated,1999,Grade 10,0
Montague Consolidated,1999,Grade 11,0
Montague Consolidated,1999,Grade 12,0
Montague Consolidated,2000,K,0
Montague Consolidated,2000,Grade 1,65
Montague Consolidated,2000,Grade 2,66
Montague Consolidated,2000,Grade 3,67
Montague Consolidated,2000,Grade 4,71
Montague Consolidated,2000,Grade 5,67
Montague Consolidated,2000,Grade 6,69
Montague Consolidated,2000,Grade 7,0
Montague Consolidated,2000,Grade 8,0
Montague Consolidated,2000,Grade 9,0
Montague Consolidated,2000,Grade 10,0
Montague Consolidated,2000,Grade 11,0
Montague Consolidated,2000,Grade 12,0
Montague Consolidated,2001,K,0
Montague Consolidated,2001,Grade 1,75
Montague Consolidated,2001,Grade 2,67
Montague Consolidated,2001,Grade 3,66
Montague Consolidated,2001,Grade 4,69
Montague Consolidated,2001,Grade 5,67
Montague Consolidated,2001,Grade 6,68
Montague Consolidated,2001,Grade 7,0
Montague Consolidated,2001,Grade 8,0
Montague Consolidated,2001,Grade 9,0
Montague Consolidated,2001,Grade 10,0
Montague Consolidated,2001,Grade 11,0
Montague Consolidated,2001,Grade 12,0
Montague Consolidated,2002,K,0
Montague Consolidated,2002,Grade 1,62
Montague Consolidated,2002,Grade 2,77
Montague Consolidated,2002,Grade 3,68
Montague Consolidated,2002,Grade 4,67
Montague Consolidated,2002,Grade 5,71
Montague Consolidated,2002,Grade 6,69
Montague Consolidated,2002,Grade 7,0
Montague Consolidated,2002,Grade 8,0
Montague Consolidated,2002,Grade 9,0
Montague Consolidated,2002,Grade 10,0
Montague Consolidated,2002,Grade 11,0
Montague Consolidated,2002,Grade 12,0
Montague Consolidated,2003,K,0
Montague Consolidated,2003,Grade 1,82
Montague Consolidated,2003,Grade 2,62
Montague Consolidated,2003,Grade 3,77
Montague Consolidated,2003,Grade 4,70
Montague Consolidated,2003,Grade 5,67
Montague Consolidated,2003,Grade 6,68
Montague Consolidated,2003,Grade 7,0
Montague Consolidated,2003,Grade 8,0
Montague Consolidated,2003,Grade 9,0
Montague Consolidated,2003,Grade 10,0
Montague Consolidated,2003,Grade 11,0
Montague Consolidated,2003,Grade 12,0
Montague Consolidated,2004,K,0
Montague Consolidated,2004,Grade 1,55
Montague Consolidated,2004,Grade 2,85
Montague Consolidated,2004,Grade 3,66
Montague Consolidated,2004,Grade 4,74
Montague Consolidated,2004,Grade 5,73
Montague Consolidated,2004,Grade 6,75
Montague Consolidated,2004,Grade 7,0
Montague Consolidated,2004,Grade 8,0
Montague Consolidated,2004,Grade 9,0
Montague Consolidated,2004,Grade 10,0
Montague Consolidated,2004,Grade 11,0
Montague Consolidated,2004,Grade 12,0
Montague Consolidated,2005,K,0
Montague Consolidated,2005,Grade 1,60
Montague Consolidated,2005,Grade 2,55
Montague Consolidated,2005,Grade 3,75
Montague Consolidated,2005,Grade 4,66
Montague Consolidated,2005,Grade 5,75
Montague Consolidated,2005,Grade 6,70
Montague Consolidated,2005,Grade 7,0
Montague Consolidated,2005,Grade 8,0
Montague Consolidated,2005,Grade 9,0
Montague Consolidated,2005,Grade 10,0
Montague Consolidated,2005,Grade 11,0
Montague Consolidated,2005,Grade 12,0
Montague Consolidated,2006,K,0
Montague Consolidated,2006,Grade 1,47
Montague Consolidated,2006,Grade 2,55
Montague Consolidated,2006,Grade 3,55
Montague Consolidated,2006,Grade 4,80
Montague Consolidated,2006,Grade 5,68
Montague Consolidated,2006,Grade 6,74
Montague Consolidated,2006,Grade 7,0
Montague Consolidated,2006,Grade 8,0
Montague Consolidated,2006,Grade 9,0
Montague Consolidated,2006,Grade 10,0
Montague Consolidated,2006,Grade 11,0
Montague Consolidated,2006,Grade 12,0
Montague Consolidated,2007,K,0
Montague Consolidated,2007,Grade 1,56
Montague Consolidated,2007,Grade 2,53
Montague Consolidated,2007,Grade 3,55
Montague Consolidated,2007,Grade 4,57
Montague Consolidated,2007,Grade 5,78
Montague Consolidated,2007,Grade 6,67
Montague Consolidated,2007,Grade 7,0
Montague Consolidated,2007,Grade 8,0
Montague Consolidated,2007,Grade 9,0
Montague Consolidated,2007,Grade 10,0
Montague Consolidated,2007,Grade 11,0
Montague Consolidated,2007,Grade 12,0
Montague Consolidated,2008,K,0
Montague Consolidated,2008,Grade 1,61
Montague Consolidated,2008,Grade 2,57
Montague Consolidated,2008,Grade 3,55
Montague Consolidated,2008,Grade 4,57
Montague Consolidated,2008,Grade 5,59
Montague Consolidated,2008,Grade 6,81
Montague Consolidated,2008,Grade 7,0
Montague Consolidated,2008,Grade 8,0
Montague Consolidated,2008,Grade 9,0
Montague Consolidated,2008,Grade 10,0
Montague Consolidated,2008,Grade 11,0
Montague Consolidated,2008,Grade 12,0
Montague Consolidated,2009,K,0
Montague Consolidated,2009,Grade 1,52
Montague Consolidated,2009,Grade 2,62
Montague Consolidated,2009,Grade 3,55
Montague Consolidated,2009,Grade 4,55
Montague Consolidated,2009,Grade 5,57
Montague Consolidated,2009,Grade 6,58
Montague Consolidated,2009,Grade 7,0
Montague Consolidated,2009,Grade 8,0
Montague Consolidated,2009,Grade 9,0
Montague Consolidated,2009,Grade 10,0
Montague Consolidated,2009,Grade 11,0
Montague Consolidated,2009,Grade 12,0
Montague Consolidated,2010,K,40
Montague Consolidated,2010,Grade 1,62
Montague Consolidated,2010,Grade 2,56
Montague Consolidated,2010,Grade 3,64
Montague Consolidated,2010,Grade 4,57
Montague Consolidated,2010,Grade 5,60
Montague Consolidated,2010,Grade 6,56
Montague Consolidated,2010,Grade 7,0
Montague Consolidated,2010,Grade 8,0
Montague Consolidated,2010,Grade 9,0
Montague Consolidated,2010,Grade 10,0
Montague Consolidated,2010,Grade 11,0
Montague Consolidated,2010,Grade 12,0
Montague Consolidated,2011,K,67
Montague Consolidated,2011,Grade 1,40
Montague Consolidated,2011,Grade 2,61
Montague Consolidated,2011,Grade 3,60
Montague Consolidated,2011,Grade 4,62
Montague Consolidated,2011,Grade 5,65
Montague Consolidated,2011,Grade 6,59
Montague Consolidated,2011,Grade 7,0
Montague Consolidated,2011,Grade 8,0
Montague Consolidated,2011,Grade 9,0
Montague Consolidated,2011,Grade 10,0
Montague Consolidated,2011,Grade 11,0
Montague Consolidated,2011,Grade 12,0
Montague Consolidated,2012,K,62
Montague Consolidated,2012,Grade 1,67
Montague Consolidated,2012,Grade 2,40
Montague Consolidated,2012,Grade 3,65
Montague Consolidated,2012,Grade 4,58
Montague Consolidated,2012,Grade 5,63
Montague Consolidated,2012,Grade 6,63
Montague Consolidated,2012,Grade 7,0
Montague Consolidated,2012,Grade 8,0
Montague Consolidated,2012,Grade 9,0
Montague Consolidated,2012,Grade 10,0
Montague Consolidated,2012,Grade 11,0
Montague Consolidated,2012,Grade 12,0
Montague Consolidated,2013,K,59
Montague Consolidated,2013,Grade 1,62
Montague Consolidated,2013,Grade 2,62
Montague Consolidated,2013,Grade 3,43
Montague Consolidated,2013,Grade 4,68
Montague Consolidated,2013,Grade 5,56
Montague Consolidated,2013,Grade 6,64
Montague Consolidated,2013,Grade 7,0
Montague Consolidated,2013,Grade 8,0
Montague Consolidated,2013,Grade 9,0
Montague Consolidated,2013,Grade 10,0
Montague Consolidated,2013,Grade 11,0
Montague Consolidated,2013,Grade 12,0
Montague Consolidated,2014,K,63
Montague Consolidated,2014,Grade 1,62
Montague Consolidated,2014,Grade 2,58
Montague Consolidated,2014,Grade 3,65
Montague Consolidated,2014,Grade 4,46
Montague Consolidated,2014,Grade 5,69
Montague Consolidated,2014,Grade 6,56
Montague Consolidated,2014,Grade 7,0
Montague Consolidated,2014,Grade 8,0
Montague Consolidated,2014,Grade 9,0
Montague Consolidated,2014,Grade 10,0
Montague Consolidated,2014,Grade 11,0
Montague Consolidated,2014,Grade 12,0
Montague Consolidated,2015,K,62
Montague Consolidated,2015,Grade 1,60
Montague Consolidated,2015,Grade 2,56
Montague Consolidated,2015,Grade 3,55
Montague Consolidated,2015,Grade 4,61
Montague Consolidated,2015,Grade 5,45
Montague Consolidated,2015,Grade 6,70
Montague Consolidated,2015,Grade 7,0
Montague Consolidated,2015,Grade 8,0
Montague Consolidated,2015,Grade 9,0
Montague Consolidated,2015,Grade 10,0
Montague Consolidated,2015,Grade 11,0
Montague Consolidated,2015,Grade 12,0
Montague Intermediate,1999,K,0
Montague Intermediate,1999,Grade 1,0
Montague Intermediate,1999,Grade 2,0
Montague Intermediate,1999,Grade 3,0
Montague Intermediate,1999,Grade 4,0
Montague Intermediate,1999,Grade 5,0
Montague Intermediate,1999,Grade 6,0
Montague Intermediate,1999,Grade 7,81
Montague Intermediate,1999,Grade 8,93
Montague Intermediate,1999,Grade 9,171
Montague Intermediate,1999,Grade 10,0
Montague Intermediate,1999,Grade 11,0
Montague Intermediate,1999,Grade 12,0
Montague Intermediate,2000,K,0
Montague Intermediate,2000,Grade 1,0
Montague Intermediate,2000,Grade 2,0
Montague Intermediate,2000,Grade 3,0
Montague Intermediate,2000,Grade 4,0
Montague Intermediate,2000,Grade 5,0
Montague Intermediate,2000,Grade 6,0
Montague Intermediate,2000,Grade 7,77
Montague Intermediate,2000,Grade 8,85
Montague Intermediate,2000,Grade 9,195
Montague Intermediate,2000,Grade 10,0
Montague Intermediate,2000,Grade 11,0
Montague Intermediate,2000,Grade 12,0
Montague Intermediate,2001,K,0
Montague Intermediate,2001,Grade 1,0
Montague Intermediate,2001,Grade 2,0
Montague Intermediate,2001,Grade 3,0
Montague Intermediate,2001,Grade 4,0
Montague Intermediate,2001,Grade 5,0
Montague Intermediate,2001,Grade 6,0
Montague Intermediate,2001,Grade 7,72
Montague Intermediate,2001,Grade 8,79
Montague Intermediate,2001,Grade 9,200
Montague Intermediate,2001,Grade 10,0
Montague Intermediate,2001,Grade 11,0
Montague Intermediate,2001,Grade 12,0
Montague Intermediate,2002,K,0
Montague Intermediate,2002,Grade 1,0
Montague Intermediate,2002,Grade 2,0
Montague Intermediate,2002,Grade 3,0
Montague Intermediate,2002,Grade 4,0
Montague Intermediate,2002,Grade 5,0
Montague Intermediate,2002,Grade 6,0
Montague Intermediate,2002,Grade 7,76
Montague Intermediate,2002,Grade 8,77
Montague Intermediate,2002,Grade 9,163
Montague Intermediate,2002,Grade 10,0
Montague Intermediate,2002,Grade 11,0
Montague Intermediate,2002,Grade 12,0
Montague Intermediate,2003,K,0
Montague Intermediate,2003,Grade 1,0
Montague Intermediate,2003,Grade 2,0
Montague Intermediate,2003,Grade 3,0
Montague Intermediate,2003,Grade 4,0
Montague Intermediate,2003,Grade 5,0
Montague Intermediate,2003,Grade 6,0
Montague Intermediate,2003,Grade 7,76
Montague Intermediate,2003,Grade 8,81
Montague Intermediate,2003,Grade 9,158
Montague Intermediate,2003,Grade 10,0
Montague Intermediate,2003,Grade 11,0
Montague Intermediate,2003,Grade 12,0
Montague Intermediate,2004,K,0
Montague Intermediate,2004,Grade 1,0
Montague Intermediate,2004,Grade 2,0
Montague Intermediate,2004,Grade 3,0
Montague Intermediate,2004,Grade 4,0
Montague Intermediate,2004,Grade 5,0
Montague Intermediate,2004,Grade 6,0
Montague Intermediate,2004,Grade 7,72
Montague Intermediate,2004,Grade 8,79
Montague Intermediate,2004,Grade 9,193
Montague Intermediate,2004,Grade 10,0
Montague Intermediate,2004,Grade 11,0
Montague Intermediate,2004,Grade 12,0
Montague Intermediate,2005,K,0
Montague Intermediate,2005,Grade 1,0
Montague Intermediate,2005,Grade 2,0
Montague Intermediate,2005,Grade 3,0
Montague Intermediate,2005,Grade 4,0
Montague Intermediate,2005,Grade 5,0
Montague Intermediate,2005,Grade 6,0
Montague Intermediate,2005,Grade 7,79
Montague Intermediate,2005,Grade 8,76
Montague Intermediate,2005,Grade 9,170
Montague Intermediate,2005,Grade 10,0
Montague Intermediate,2005,Grade 11,0
Montague Intermediate,2005,Grade 12,0
Montague Intermediate,2006,K,0
Montague Intermediate,2006,Grade 1,0
Montague Intermediate,2006,Grade 2,0
Montague Intermediate,2006,Grade 3,0
Montague Intermediate,2006,Grade 4,0
Montague Intermediate,2006,Grade 5,0
Montague Intermediate,2006,Grade 6,0
Montague Intermediate,2006,Grade 7,77
Montague Intermediate,2006,Grade 8,79
Montague Intermediate,2006,Grade 9,142
Montague Intermediate,2006,Grade 10,0
Montague Intermediate,2006,Grade 11,0
Montague Intermediate,2006,Grade 12,0
Montague Intermediate,2007,K,0
Montague Intermediate,2007,Grade 1,0
Montague Intermediate,2007,Grade 2,0
Montague Intermediate,2007,Grade 3,0
Montague Intermediate,2007,Grade 4,0
Montague Intermediate,2007,Grade 5,0
Montague Intermediate,2007,Grade 6,0
Montague Intermediate,2007,Grade 7,77
Montague Intermediate,2007,Grade 8,85
Montague Intermediate,2007,Grade 9,171
Montague Intermediate,2007,Grade 10,0
Montague Intermediate,2007,Grade 11,0
Montague Intermediate,2007,Grade 12,0
Montague Intermediate,2008,K,0
Montague Intermediate,2008,Grade 1,0
Montague Intermediate,2008,Grade 2,0
Montague Intermediate,2008,Grade 3,0
Montague Intermediate,2008,Grade 4,0
Montague Intermediate,2008,Grade 5,0
Montague Intermediate,2008,Grade 6,0
Montague Intermediate,2008,Grade 7,76
Montague Intermediate,2008,Grade 8,83
Montague Intermediate,2008,Grade 9,166
Montague Intermediate,2008,Grade 10,0
